dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes,PUBCHCID,TTD_TARGETS
Merestinib,CHEMBL3545307,QHADVLVFMKEIIP-UHFFFAOYSA-N,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F,44603533,C30H22F2N6O3,2,CIDm44603533,CIDs44603533,LY2801653,DB12381,,,44603533,MET
942183-80-4,CHEMBL3590107,HDAJDNHIBCDLQF-RUZDIDTESA-N,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7,24866313,C33H33N9O2,0,CIDm24866313,CIDs24866313,SCH772984,,,,24866313,MAPK1
eFT508,CHEMBL4073443,HKTBYUWLRDZAJK-UHFFFAOYSA-N,CC1=C2C(=O)NC3(N2C(=O)C(=C1)NC4=NC=NC(=C4)N)CCCCC3,118598754,C17H20N6O2,2,,,,,,,118598754,"MKNK1,MKNK2"
Capsaicin,CHEMBL294199,YKPUWZUDDOIDPM-SOFGYWHQSA-N,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,1548943,C18H27NO3,4,CIDm00002548,CIDs01548943,capsaicin,DB06774,D00250,,1548943,TRPV1
PD 169316,CHEMBL17331,BGIYKDUASORTBB-UHFFFAOYSA-N,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-],4712,C20H13FN4O2,0,CIDm00004712,CIDs00004712,Pd 169316,,,,4712,ALOX5
Pexmetinib,CHEMBL3991932,LNMRSSIMGCDUTP-UHFFFAOYSA-N,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NCC3=C(C=CC(=C3)F)OC4=CC5=C(C=C4)N(N=C5)CCO,24765037,C31H33FN6O3,0,CIDm24765037,CIDs24765037,ARRY-614,,,,24765037,TEK
Ripretinib,,CEFJVGZHQAGLHS-UHFFFAOYSA-N,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,71584930,C24H21BrFN5O2,3,CIDm71584930,CIDs71584930,AGN-PC-0JHIDR,,,,71584930,"PDGFRA,KIT"
GSK2334470,CHEMBL1765740,QLPHOXTXAKOFMU-WBVHZDCISA-N,CC1CCC(CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,46215815,C25H34N8O,0,CIDm46215815,CIDs46215815,GSK2334470,,,,46215815,PDPK1
PI-3065,,YDNOHCOYQVZOMC-UHFFFAOYSA-N,C1CC1CN2CCN(CC2)CC3=CC4=C(S3)C(=NC(=N4)C5=C(C=CC6=C5C=CN6)F)N7CCOCC7,24937012,C27H31FN6OS,0,CIDm24937012,CIDs24937012,PI-3065,,,,24937012,"PIK3CG,PIK3CB"
Tenalisib,,HDXDQPRPFRKGKZ-INIZCTEOSA-N,CCC(C1=C(C(=O)C2=CC=CC=C2O1)C3=CC(=CC=C3)F)NC4=NC=NC5=C4NC=N5,86291103,C23H18FN5O2,2,CIDm86291103,CIDs86291103,3-(3-fluor.-[1.,,,,86291103,PIK3CD
AS-605240,CHEMBL568150,SQWZFLMPDUSYGV-POHAHGRESA-N,C1=CC2=NC=CN=C2C=C1C=C3C(=O)NC(=O)S3,5289247,C12H7N3O2S,0,CIDm05289247,CIDs05289247,PI3Kgamma inhi.,DB04769,,,5289247,"PIK3CG,MAOB"
IPI-549,CHEMBL3984425,XUMALORDVCFWKV-IBGZPJMESA-N,CC(C1=CC2=CC=CC(=C2C(=O)N1C3=CC=CC=C3)C#CC4=CN(N=C4)C)NC(=O)C5=C6N=CC=CN6N=C5N,91933883,C30H24N8O2,2,,,,,,,91933883,PIK3CG
Bimiralisib,CHEMBL4084907,ADGGYDAFIHSYFI-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,58507717,C17H20F3N7O2,2,CIDm58507717,CIDs58507717,AGN-PC-0CFPUO,,,,58507717,"MTOR,PIK3CG,PIK3CB"
Sonolisib,CHEMBL411907,QIUASFSNWYMDFS-NILGECQDSA-N,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C(=CN(CC=C)CC=C)C4=C(C3=O)O)COC)C)C,9849735,C29H35NO8,2,CIDm09849735,CIDs09849735,Px-866,DB12601,,,9849735,PIK3CG
VS-5584,CHEMBL3393066,QYBGBLQCOOISAR-UHFFFAOYSA-N,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N,46912230,C17H22N8O,1,CIDm46912230,CIDs46912230,VS-5584,DB12986,,,46912230,"MTOR,PIK3CG,MAPKAP1,MTOR-RPTORA-MLST8-KT1S1-DEPTOR"
AZD8186,CHEMBL3408248,LMJFJIDLEAWOQJ-CQSZACIVSA-N,CC(C1=C2C(=CC(=C1)C(=O)N(C)C)C(=O)C=C(O2)N3CCOCC3)NC4=CC(=CC(=C4)F)F,52913813,C24H25F2N3O4,1,CIDm52913813,CIDs52913813,AGN-PC-09LKO1,,,,52913813,"PIK3CG,PIK3CB"
GDC-0077,,SGEUNORSOZVTOL-CABZTGNLSA-N,CC(C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4C(COC4=O)C(F)F,124173720,C18H19F2N5O4,1,,,,,,,124173720,PIK3CG
AZD1208,CHEMBL2048872,MCUJKPPARUPFJM-UWCCDQBKSA-N,C1CC(CN(C1)C2=C(C=CC=C2C=C3C(=O)NC(=O)S3)C4=CC=CC=C4)N,58423153,C21H21N3O2S,1,CIDm44609795,CIDs58423153,AZD1208,,,,58423153,PIM2
Briciclib,CHEMBL1206245,LXENKEWVEVKKGV-BQYQJAHWSA-N,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)OP(=O)(O)O,11248490,C19H23O10PS,1,CIDm11248490,CIDs11248490,Briciclib,DB12004,,,11248490,CCND1
NMS-1286937,CHEMBL1738758,QHLVBNKYJGBCQJ-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO,49792852,C24H27F3N8O3,1,CIDm49792852,CIDs49792852,NMS-P937,,,,49792852,PLK1
Encorafenib,CHEMBL3301612,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CC(C)N1C=C(C(=N1)C2=CC(=CC(=C2F)NS(=O)(=O)C)Cl)C3=NC(=NC=C3)NCC(C)NC(=O)OC,50922675,C22H27ClFN7O4S,3,CIDm50922675,CIDs50922675,encorafenib,DB11718,,,50922675,BRAF
GSK2982772,CHEMBL4071864,LYPAFUINURXJSG-AWEZNQCLSA-N,CN1C2=CC=CC=C2OCC(C1=O)NC(=O)C3=NNC(=N3)CC4=CC=CC=C4,77108121,C20H19N5O3,2,CIDm77108121,CIDs77108121,SCHEMBL15956222,,,,77108121,RIPK1
Netarsudil,,OURRXQUGYQRVML-AREMUKBSSA-N,CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)C(CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C,66599893,C28H27N3O3,3,CIDm59563729,CIDs66599892,AGN-PC-0H1HS6,DB13931,,,66599893,ROCK1
PF-543,CHEMBL3134157,NPUXORBZRBIOMQ-RUZDIDTESA-N,CC1=CC(=CC(=C1)OCC2=CC=C(C=C2)CN3CCCC3CO)CS(=O)(=O)C4=CC=CC=C4,66577038,C27H31NO4S,0,CIDm66577038,CIDs66577038,PF-543,,,,66577038,SPHK1
Entospletinib,CHEMBL3265032,XSMSNFMDVXXHGJ-UHFFFAOYSA-N,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,59473233,C23H21N7O,2,CIDm59473233,CIDs59473233,entospletinib,DB12121,,,59473233,SYK
PRT062607,CHEMBL2177736,TXGKRVFSSHPBAJ-JKSUJKDBSA-N,C1CCC(C(C1)N)NC2=NC=C(C(=N2)NC3=CC=CC(=C3)N4N=CC=N4)C(=O)N,44462758,C19H23N9O,2,CIDm44462758,CIDs44462758,W-6092,,,,44462758,SYK
Larotrectinib,CHEMBL3889654,NYNZQNWKBKUAII-KBXCAEBGSA-N,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,46188928,C21H22F2N6O2,2,CIDm46188928,CIDs46188928,AGN-PC-0HDI39,DB14723,,,46188928,"NTRK3,NTRK2,NTRK1"
GNF-5837,CHEMBL2037226,YYDUWLSETXNJJT-MTJSOVHGSA-N,CC1=C(C=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)NC3=CC4=C(C=C3)C(=CC5=CC=CN5)C(=O)N4,59397065,C28H21F4N5O2,0,CIDm24959065,CIDs59397065,GNF 5837,,,,59397065,"NTRK3,NTRK2"
Vatalanib,CHEMBL101253,YCOYDOIWSSHVCK-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,151194,C20H15ClN4,3,CIDm00151193,CIDs00151193,vatalanib,DB04879,,,151194,"KDR,FLT1,FLT4,EGFR"
JNJ-38158471,CHEMBL1681932,BJHCYTJNPVGSBZ-QPSGOUHRSA-N,CCNC(=O)NC1=C(C=C(C=C1)OC2=NC=NC(=C2C=NOC)N)Cl,16742063,C15H17ClN6O3,0,CIDm16742063,CIDs16742063,JNJ-38158471,,,,16742063,KDR
Orantinib,CHEMBL274654,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O,5329099,C18H18N2O3,3,CIDm00206042,CIDs05329099,orantinib,DB12072,,,5329099,"FGFR1,KDR,PPARG,AURKB,AURKA"
Anlotinib,,KSMZEXLVHXZPEF-UHFFFAOYSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC,25017411,C23H22FN3O3,4,CIDm25017411,CIDs25017411,AGN-PC-0BT9LA,DB11885,,,25017411,SRC
oxamflatin,CHEMBL98245,QRPSQQUYPMFERG-LFYBBSHMSA-N,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO,5353852,C17H14N2O4S,0,CIDm00004611,CIDs05353852,NSC729360,,,,5353852,HDAC1
1093403-33-8,,LAMQVIQMVKWXOC-UHFFFAOYSA-N,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=CC=C3C4=CN5C(=CSC5=N4)CN6CCOCC6,25108829,C26H24N6O2S2,2,CIDm25108829,CIDs25108829,sirtuin modula.,DB12186,,,25108829,ALOX5AP
PFI-3,CHEMBL3752911,INAICWLVUAKEPB-QSTFCLMHSA-N,C1C2CN(C1CN2C3=CC=CC=N3)C=CC(=O)C4=CC=CC=C4O,78243717,C19H19N3O2,0,CIDm78243717,CIDs78243717,PFI-3,,,,78243717,"SMARCA4,PBRM1"
5852-78-8,CHEMBL1230640,JGRPKOGHYBAVMW-UHFFFAOYSA-N,C1=CC2=C(C=CC(=C2N=C1)O)C(=O)O,459617,C10H7NO3,0,CIDm00459617,CIDs00459617,5-carboxy-8HQ,,,,459617,"KDM4C,EGLN1,KDM3A,KDM6B"
A-366,CHEMBL3109630,BKCDJTRMYWSXMC-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C3(CCC3)C(=N2)N)OCCCN4CCCC4,76285486,C19H27N3O2,0,CIDm76285486,CIDs76285486,A-366,,,,76285486,"EHMT2,EHMT1"
CPI-1205,,HPODOLXTMDHLLC-QGZVFWFLSA-N,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C3=CC=CC=C32)C(C)C4CCN(CC4)CC(F)(F)F)C)OC,78320408,C27H33F3N4O3,2,CIDm78320108,CIDs78320408,N-[(4-meth.1-[.,DB14581,,,78320408,EZH2
GSK343,CHEMBL2204995,ULNXAWLQFZMIHX-UHFFFAOYSA-N,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,71268957,C31H39N7O2,0,CIDm71268957,CIDs71268957,GSK343,,,,71268957,"EZH2,EZH1"
LLY-507,CHEMBL3414623,PNYRDVBFYVDJJI-UHFFFAOYSA-N,CC1=CN(C2=CC=CC=C12)CCN3CCN(CC3)C4=CC=CC=C4C5=CC(=CC(=C5)C#N)C(=O)NCCCN6CCCC6,91623361,C36H42N6O,0,CIDm91623361,CIDs91623361,LLY-507,,,,91623361,SMYD2
EPZ004777,CHEMBL2169919,WXRGFPHDRFQODR-ICLZECGLSA-N,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C3N=CN=C4N)O)O,56962336,C28H41N7O4,0,CIDm56962336,CIDs56962336,EPZ004777,,,,56962336,DOT1L
EPZ015666,CHEMBL4060831,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,C1CN(CC2=CC=CC=C21)CC(CNC(=O)C3=CC(=NC=N3)NC4COC4)O,90241673,C20H25N5O3,0,CIDm90241673,CIDs90241673,EPZ015666,,,,90241673,PRMT5
1616392-22-3,,JLCCNYVTIWRPIZ-NRFANRHFSA-N,CC(=O)N1CCC(CC1)NC2=NC=NC(=C2)C(=O)NCC(CN3CCC4=CC=CC=C4C3)O,90241742,C24H32N6O3,2,CIDm90241742,CIDs90241742,SCHEMBL15826076,,,,90241742,PRMT5
901245-65-6,CHEMBL1522313,LTUGYAOMCKNTGG-UHFFFAOYSA-N,CN1C2=CC(=C(C=C2N(C1=O)C)N3CCCCC3)NC(=O)C4=CC=CC=C4OC,15990224,C22H26N4O3,0,CIDm15990224,CIDs15990224,C301-5895,,,,15990224,"BRD4,BRPF1"
GSK2801,CHEMBL3739699,KHWCPNJRJCNVRI-UHFFFAOYSA-N,CCCOC1=CC2=C(C=C(N2C=C1)C(=O)C)C3=CC=CC=C3S(=O)(=O)C,73010930,C20H21NO4S,0,CIDm73010930,CIDs73010930,GSK2801,,,,73010930,"BAZ2B,BAZ2A"
202590-98-5,CHEMBL3581647,GNMUEVRJHCWKTO-FQEVSTJZSA-N,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C,9936746,C25H22ClN5O2S,2,CIDm09936745,CIDs09936745,OTX015,,,,9936746,"BRD4,BRD2"
Rolapitant,CHEMBL3707331,FIVSJYGQAIEMOC-ZGNKEGEESA-N,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4,10311306,C25H26F6N2O2,4,CIDm10311306,CIDs10311306,rolapitant,DB09291,D10742,,10311306,TACR1
Triapine,CHEMBL231616,XMYKNCNAZKMVQN-NYYWCZLTSA-N,C1=CC(=C(N=C1)C=NNC(=S)N)N,9571836,C7H9N5S,3,CIDm03006315,CIDs09571836,Triapine,DB11940,,,9571836,RRM2
Brincidofovir,CHEMBL203321,WXJFKKQWPMNTIM-VWLOTQADSA-N,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O,483477,C27H52N3O7P,3,CIDm00483477,CIDs00483477,HDP-CDV,DB12151,,,483477,POLQ; POLN; POLB; POLG2; POLG; POLE2; POLD4; ;POLD1
Exatecan,CHEMBL1614650,ZVYVPGLRVWUPMP-FYSMJZIKSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=C5C(CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O,151115,C24H22FN3O4,3,CIDm00151114,CIDs00151114,exatecan,DB12185,,,151115,TOP1
GENZ-644282,CHEMBL191958,BAORCAMWLWRZQG-UHFFFAOYSA-N,CNCCN1C2=C(C=NC3=CC4=C(C=C32)OCO4)C5=CC(=C(C=C5C1=O)OC)OC,10294813,C22H21N3O5,1,CIDm10294813,CIDs10294813,Genz-644282,,,,10294813,TOP1
amsacrine,CHEMBL43,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,2179,C21H19N3O3S,4,CIDm00002179,CIDs00002179,amsacrine,DB00276,D02321,,2179,TOP2A; TOP2B
Voreloxin,CHEMBL68117,XZAFZXJXZHRNAQ-STQMWFEESA-N,CNC1CN(CC1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O,9952884,C18H19N5O4S,3,CIDm09865776,CIDs09952884,vosaroxin,DB11999,,,9952884,TOP2A; TOP2B
LUCANTHONE,CHEMBL279014,FBQPGGIHOFZRGH-UHFFFAOYSA-N,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O,10180,C20H24N2OS,2,CIDm00010180,CIDs00010180,lucanthone,DB04967,C11715,,10180,TOP2A; TOP2B
858668-07-2,CHEMBL1077204,MARIUIDCPUZLKZ-FUKQBSRTSA-N,CN(C)CCNC(=O)NCC1CCC2C(NC3=C(C2O1)C=C(C=C3)C(F)(F)F)C4=CC=CC=C4,23634407,C25H31F3N4O2,0,CIDm23634407,CIDs23634407,EMD-534085,,,,23634407,KIF11
Litronesib,CHEMBL2105661,YVAFBXLHPINSIK-QHCPKHFHSA-N,CCNCCS(=O)(=O)NCC1(N(N=C(S1)NC(=O)C(C)(C)C)C(=O)C(C)(C)C)C2=CC=CC=C2,25167017,C23H37N5O4S2,2,CIDm11272219,CIDs25167017,litronesib,DB11861,,,25167017,KIF11
Pevonedistat,CHEMBL1231160,MPUQHZXIXSTTDU-QXGSTGNESA-N,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,16720766,C21H25N5O4S,3,CIDm11996605,CIDs16720766,pevonedistat,DB11759,,,16720766,"NEDD8,NAE1; UBA3"
ML323,CHEMBL3182437,VUIRVWPJNKZOSS-UHFFFAOYSA-N,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,60167849,C23H24N6,0,CIDm60167849,CIDs60167849,ml323,,,,60167849,USP1
Marimastat,CHEMBL279785,OCSMOTCMPXTDND-OUAUKWLOSA-N,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C(=O)NC)C(C)(C)C,119031,C15H29N3O5,3,CIDm00119031,CIDs00119031,marimastat,DB00786,,,119031,"MMP1,MMP2,MMP7"
CTS-1027,CHEMBL440498,ROSNVSQTEGHUKU-UHFFFAOYSA-N,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO,3342298,C19H20ClNO6S,2,CIDm03342298,CIDs03342298,CTS-1027,DB08490,,,3342298,"MMP13,MMP9,MMP1,MMP2,MMP3"
Tasquinimod,CHEMBL2107784,ONDYALNGTUAJDX-UHFFFAOYSA-N,CN1C2=C(C(=CC=C2)OC)C(=C(C1=O)C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)O,54682876,C20H17F3N2O4,3,CIDm54682876,CIDs54682876,tasquinimod,DB05861,,,54682876,S100A9
Valspodar,CHEMBL1086218,YJDYDFNKCBANTM-QCWCSKBGSA-N,CC=CCC(C)C(=O)C1C(=O)NC(C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,5281884,C63H111N11O12,3,CIDm00073259,CIDs05281884,valspodar,DB11869,C11213,,5281884,F10
KPT-8602,,JFBAVWVBLRIWHM-AWNIVKPZSA-N,C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=NN(C=N2)C=C(C3=CN=CN=C3)C(=O)N,86345880,C17H10F6N6O,2,CIDm86345880,CIDs86345880,(E)-3-[3-[.yla.,,,,86345880,XPO1
YM 511,CHEMBL108425,GGPPBTSXFROGAE-UHFFFAOYSA-N,C1=CC(=CC=C1CN(C2=CC=C(C=C2)C#N)N3C=NN=C3)Br,177865,C16H12BrN5,0,CIDm00177865,CIDs00177865,Ym 511,,,,177865,CYP19A1
reparixin,CHEMBL191413,KQDRVXQXKZXMHP-LLVKDONJSA-N,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(=O)(=O)C,9838712,C14H21NO3S,3,CIDm06433115,CIDs09838712,reparixin,DB12614,,,9838712,"CXCR1,CXCR2"
Danirixin,CHEMBL3039531,NGYNBSHYFOFVLS-LBPRGKRZSA-N,CC1=C(C=CC=C1F)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)C3CCCNC3)O,24780598,C19H21ClFN3O4S,2,CIDm24780598,CIDs24780598,danirixin,DB11922,,,24780598,CXCR2
Liarozole,CHEMBL389433,UGFHIPBXIWJXNA-UHFFFAOYSA-N,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4,60652,C17H13ClN4,3,CIDm00060652,CIDs00060652,liarozole,DB13066,,,60652,"CYP19A1,CYP26A1"
TAK-441,CHEMBL2205230,ZADWXQMNNVICKB-UHFFFAOYSA-N,CCC1=CC2=C(C(=C(N2C)C(=O)NC3CCN(CC3)C(=O)CO)OCC(F)(F)F)C(=O)N1CC(=O)C4=CC=CC=C4,44187367,C28H31F3N4O6,1,CIDm44187367,CIDs44187367,TAK-441,,,,44187367,SMO
cc-122,CHEMBL3989934,RSNPAKAFCAAMBH-UHFFFAOYSA-N,CC1=NC2=C(C(=CC=C2)N)C(=O)N1C3CCC(=O)NC3=O,24967599,C14H14N4O3,2,CIDm24967599,CIDs24967599,AGN-PC-0DB9SU,,,,24967599,CRBN
Linomide,CHEMBL11672,SGOOQMRIPALTEL-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O,54676478,C18H16N2O3,0,CIDm40563218,CIDs40563218,Linomide,DB11366,,,54676478,IL2
MCC950,CHEMBL3183703,HUUSXLKCTQDPGL-UHFFFAOYSA-N,CC(C)(C1=COC(=C1)S(=O)(=O)NC(=O)NC2=C3CCCC3=CC4=C2CCC4)O,9910393,C20H24N2O5S,0,CIDm09910392,CIDs09910392,MCC950,,,,9910393,NLRP3
Nirogacestat,CHEMBL1770916,VFCRKLWBYMDAED-REWPJTCUSA-N,CCCC(C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)NC2CCC3=CC(=CC(=C3C2)F)F,46224413,C27H41F2N5O,3,CIDm11670360,CIDs46224413,PF-3084014,DB12005,,,46224413,"APP,APH1A; APH1B; NCSTN; PSENEN; PSEN1"
Verubecestat,CHEMBL3301601,YHYKUSGACIYRML-KRWDZBQOSA-N,CC1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F,51352361,C17H17F2N5O3S,3,CIDm51352361,CIDs51352361,Verubecestat,DB12285,,,51352361,BACE1
Crenigacestat,CHEMBL2338397,YCBAQKQAINQRFW-UGSOOPFHSA-N,CC(C(=O)NC1C2=CC=CC=C2C3=C(N=CC=C3)N(C1=O)CCO)NC(=O)CCC(F)(F)F,71236992,C22H23F3N4O4,2,CIDm71236991,CIDs71236991,AMX10198,DB12050,,,71236992,"NOTCH1,NOTCH4"
Maslinic acid,CHEMBL201515,MDZKJHQSJHYOHJ-LLICELPBSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C,73659,C30H48O4,0,CIDm00073659,CIDs00073659,maslinic acid,,C16939,,73659,PTPN1
Ataciguat,CHEMBL2107729,PQHLRGARXNPFCF-UHFFFAOYSA-N,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)NS(=O)(=O)C4=CC=C(S4)Cl,213037,C21H19Cl2N3O6S3,2,CIDm00213037,CIDs00213037,ataciguat,DB12805,,,213037,NPR1
fluvastatin,CHEMBL1078,FJLGEFLZQAZZCD-MCBHFWOFSA-N,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,446155,C24H26FNO4,4,CIDm00003403,CIDs00446155,fluvastatin,,,,446155,HMGCR
Ivosidenib,CHEMBL3989958,WIJZXSAJMHAVGX-DHLKQENFSA-N,C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,71657455,C28H22ClF3N6O3,2,CIDm71657455,CIDs71657455,AGN-PC-0JIDSQ,DB14568,,,71657455,IDH1
BAY-1436032,,RNMAUIMMNAHKQR-QFBILLFUSA-N,CC1CC(CC(C1)(C)C)N2C3=C(C=C(C=C3)CCC(=O)O)N=C2NC4=CC=C(C=C4)OC(F)(F)F,118310260,C26H30F3N3O3,0,,,,,,,118310260,IDH1
Vorasidenib,,QCZAWDGAVJMPTA-RNFRBKRXSA-N,CC(C(F)(F)F)NC1=NC(=NC(=N1)C2=NC(=CC=C2)Cl)NC(C)C(F)(F)F,117817422,C14H13ClF6N6,1,,,,,,,117817422,IDH1; IDH2; IDH3A; IDH3B; IDH3G
Epacadostat,CHEMBL3545369,FBKMWOJEPMPVTQ-UHFFFAOYSA-N,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNS(=O)(=O)N)NO)Br)F,135564890,C11H13BrFN7O4S,3,,,,DB11717,,,135564890,IDO1
BMS-986205,,KRTIYQIPSAGSBP-KLAILNCOSA-N,CC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CC=C(C=C4)Cl,121328278,C24H24ClFN2O,3,,,,,,,121328278,IDO1
Ibiglustat,,YFHRCLAKZBDRHN-MRXNPFEDSA-N,CC(C)(C1=CSC(=N1)C2=CC=C(C=C2)F)NC(=O)OC3CN4CCC3CC4,60199242,C20H24FN3O2S,2,CIDm60199242,CIDs60199242,Ibiglustat,,,,60199242,UGCG
GW1929,CHEMBL434063,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOC1=CC=C(C=C1)CC(C(=O)O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)C4=CC=CC=N4,6518171,C30H29N3O4,0,CIDm04516886,CIDs06518171,N-(2-benzoyl p.,,C15626,,6518171,PPARG
BMS-687453,CHEMBL1089501,UJIBXDMNCMEJAY-UHFFFAOYSA-N,CC1=C(N=C(O1)C2=CC=C(C=C2)Cl)COC3=CC=CC(=C3)CN(CC(=O)O)C(=O)OC,16725047,C22H21ClN2O6,0,CIDm16725047,CIDs16725047,BMS-687453,,,,16725047,PPARA
79558-09-1,CHEMBL153057,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,6603901,C22H26O7,0,CIDm06603901,CIDs06603901,"L-165,041",DB08078,,,6603901,PPARD
